Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.3340        -331.5315    -334.7942       3.2627   345.8
1.3345        -331.5420    -334.8380       3.2961   349.3
1.3350        -331.5530    -334.8810       3.3280   352.7
1.3355        -331.5637    -334.9143       3.3506   355.1
1.3360        -331.5743    -334.9340       3.3597   356.1
1.3365        -331.5847    -334.9414       3.3568   355.7
1.3370        -331.5959    -334.9415       3.3456   354.6
1.3375        -331.6069    -334.9341       3.3272   352.6
1.3380        -331.6184    -334.9175       3.2992   349.6
1.3385        -331.6295    -334.8890       3.2595   345.4
1.3390        -331.6402    -334.8497       3.2095   340.1
1.3395        -331.6507    -334.8050       3.1544   334.3
1.3400        -331.6603    -334.7639       3.1036   328.9
1.3405        -331.6706    -334.7368       3.0661   324.9
1.3410        -331.6804    -334.7233       3.0429   322.5
1.3415        -331.6900    -334.7205       3.0305   321.2
1.3420        -331.6991    -334.7256       3.0265   320.7
1.3425        -331.7078    -334.7396       3.0319   321.3
1.3430        -331.7165    -334.7657       3.0492   323.1
1.3435        -331.7261    -334.8010       3.0749   325.9
1.3440        -331.7355    -334.8315       3.0960   328.1
1.3445        -331.7440    -334.8411       3.0971   328.2
1.3450        -331.7510    -334.8263       3.0753   325.9
1.3455        -331.7572    -334.8006       3.0434   322.5
1.3460        -331.7637    -334.7829       3.0192   320.0
1.3465        -331.7708    -334.7851       3.0143   319.5
1.3470        -331.7786    -334.8053       3.0267   320.8
1.3475        -331.7860    -334.8277       3.0417   322.3
1.3480        -331.7928    -334.8365       3.0436   322.6
1.3485        -331.7985    -334.8235       3.0250   320.6
1.3490        -331.8037    -334.7929       2.9891   316.8
1.3495        -331.8081    -334.7577       2.9496   312.6
1.3500        -331.8127    -334.7342       2.9214   309.6
1.3505        -331.8175    -334.7303       2.9128   308.7
1.3510        -331.8218    -334.7455       2.9237   309.8
1.3515        -331.8262    -334.7769       2.9507   312.7
1.3520        -331.8296    -334.8200       2.9903   316.9
1.3525        -331.8332    -334.8749       3.0417   322.4
1.3530        -331.8369    -334.9387       3.1019   328.7
1.3535        -331.8405    -335.0028       3.1623   335.1
1.3540        -331.8439    -335.0562       3.2123   340.4
1.3545        -331.8472    -335.0881       3.2409   343.5
1.3550        -331.8499    -335.0921       3.2422   343.6
1.3555        -331.8519    -335.0710       3.2191   341.2
1.3560        -331.8535    -335.0360       3.1825   337.3
1.3565        -331.8555    -335.0026       3.1471   333.5
1.3570        -331.8578    -334.9799       3.1221   330.9
1.3575        -331.8606    -334.9670       3.1065   329.2
1.3580        -331.8630    -334.9571       3.0941   327.9
1.3585        -331.8653    -334.9448       3.0795   326.4
1.3590        -331.8669    -334.9269       3.0600   324.3
1.3595        -331.8682    -334.9058       3.0376   321.9
1.3600        -331.8692    -334.8866       3.0174   319.8
1.3605        -331.8698    -334.8756       3.0057   318.5
1.3610        -331.8707    -334.8777       3.0070   318.7
1.3615        -331.8715    -334.8929       3.0214   320.2
1.3620        -331.8725    -334.9168       3.0443   322.6
1.3625        -331.8728    -334.9403       3.0675   325.1
1.3630        -331.8721    -334.9592       3.0871   327.2
1.3635        -331.8713    -334.9774       3.1061   329.2
1.3640        -331.8702    -335.0007       3.1305   331.8
1.3645        -331.8696    -335.0315       3.1619   335.1
1.3650        -331.8693    -335.0629       3.1936   338.4
1.3655        -331.8684    -335.0852       3.2168   340.9
1.3660        -331.8676    -335.0932       3.2256   341.8
1.3665        -331.8658    -335.0835       3.2177   341.0
1.3670        -331.8644    -335.0601       3.1957   338.7
1.3675        -331.8622    -335.0273       3.1652   335.4
1.3680        -331.8599    -334.9963       3.1364   332.4
1.3685        -331.8582    -334.9775       3.1193   330.6
1.3690        -331.8567    -334.9754       3.1187   330.5
1.3695        -331.8555    -334.9883       3.1328   332.0
1.3700        -331.8539    -335.0066       3.1527   334.1
1.3705        -331.8515    -335.0245       3.1730   336.3
1.3710        -331.8496    -335.0411       3.1916   338.2
1.3715        -331.8474    -335.0533       3.2059   339.8
1.3720        -331.8459    -335.0575       3.2117   340.4
1.3725        -331.8435    -335.0462       3.2027   339.4
1.3730        -331.8405    -335.0180       3.1775   336.7
1.3735        -331.8371    -334.9795       3.1424   333.0
1.3740        -331.8335    -334.9438       3.1103   329.6
1.3745        -331.8302    -334.9238       3.0936   327.9
1.3750        -331.8279    -334.9219       3.0941   327.9
1.3755        -331.8259    -334.9264       3.1004   328.6
1.3760        -331.8236    -334.9164       3.0928   327.8
1.3765        -331.8202    -334.8747       3.0545   323.7
1.3770        -331.8156    -334.7980       2.9824   316.1
1.3775        -331.8102    -334.6975       2.8873   306.0
1.3780        -331.8042    -334.5948       2.7906   295.7
1.3785        -331.7981    -334.5167       2.7186   288.1
1.3790        -331.7924    -334.4853       2.6930   285.4
1.3795        -331.7875    -334.5078       2.7203   288.3
1.3800        -331.7824    -334.5732       2.7908   295.8
1.3805        -331.7767    -334.6612       2.8845   305.7
1.3810        -331.7702    -334.7494       2.9792   315.7
1.3815        -331.7623    -334.8210       3.0587   324.2
1.3820        -331.7539    -334.8693       3.1155   330.2
1.3825        -331.7445    -334.8941       3.1496   333.8
1.3830        -331.7349    -334.9019       3.1670   335.6
1.3835        -331.7248    -334.9024       3.1776   336.8
1.3840        -331.7148    -334.9072       3.1924   338.3
1.3845        -331.7051    -334.9231       3.2180   341.0
1.3850        -331.6959    -334.9510       3.2551   345.0
1.3855        -331.6870    -334.9833       3.2963   349.3
1.3860        -331.6782    -335.0045       3.3263   352.5
1.3865        -331.6689    -334.9984       3.3295   352.9
1.3870        -331.6590    -334.9560       3.2970   349.4
1.3875        -331.6489    -334.8787       3.2298   342.3
1.3880        -331.6383    -334.7798       3.1415   332.9
1.3885        -331.6280    -334.6791       3.0511   323.3
1.3890        -331.6182    -334.5951       2.9769   315.5
1.3895        -331.6082    -334.5409       2.9328   310.8
1.3900        -331.5989    -334.5243       2.9254   310.0
1.3905        -331.5894    -334.5426       2.9532   313.0
1.3910        -331.5799    -334.5874       3.0074   318.7
1.3915        -331.5695    -334.6450       3.0756   325.9
1.3920        -331.5587    -334.7044       3.1458   333.4
1.3925        -331.5475    -334.7545       3.2070   339.9
1.3930        -331.5358    -334.7850       3.2491   344.3
1.3935        -331.5237    -334.7903       3.2666   346.2
1.3940        -331.5108    -334.7724       3.2616   345.7
1.3945        -331.4982    -334.7401       3.2419   343.6
1.3950        -331.4854    -334.7021       3.2167   340.9
1.3955        -331.4735    -334.6656       3.1921   338.3
1.3960        -331.4620    -334.6283       3.1663   335.6
1.3965        -331.4508    -334.5801       3.1293   331.6
1.3970        -331.4391    -334.5091       3.0700   325.3
1.3975        -331.4261    -334.4135       2.9874   316.6
1.3980        -331.4128    -334.3084       2.8956   306.9
1.3985        -331.3997    -334.2159       2.8162   298.5
1.3990        -331.3870    -334.1546       2.7676   293.3
1.3995        -331.3752    -334.1318       2.7566   292.1
1.4000        -331.3629    -334.1405       2.7777   294.4
1.4005        -331.3496    -334.1713       2.8217   299.0
1.4010        -331.3353    -334.2179       2.8826   305.5
1.4015        -331.3204    -334.2785       2.9581   313.5
1.4020        -331.3049    -334.3497       3.0448   322.7
1.4025        -331.2892    -334.4232       3.1339   332.1
1.4030        -331.2732    -334.4838       3.2106   340.2
1.4035        -331.2560    -334.5167       3.2607   345.6
1.4040        -331.2378    -334.5167       3.2789   347.5
1.4045        -331.2183    -334.4923       3.2740   347.0
1.4050        -331.1997    -334.4643       3.2646   346.0
1.4055        -331.1817    -334.4464       3.2647   346.0
1.4060        -331.1652    -334.4386       3.2734   346.9
1.4065        -331.1486    -334.4250       3.2763   347.2
1.4070        -331.1316    -334.3857       3.2542   344.9
1.4075        -331.1137    -334.3102       3.1965   338.8
1.4080        -331.0955    -334.2048       3.1093   329.5
1.4085        -331.0773    -334.0870       3.0097   319.0
1.4090        -331.0601    -333.9764       2.9164   309.1
1.4095        -331.0428    -333.8866       2.8438   301.4
1.4100        -331.0261    -333.8278       2.8017   296.9
1.4105        -331.0091    -333.8039       2.7948   296.2
1.4110        -330.9917    -333.8152       2.8235   299.2
1.4115        -330.9736    -333.8605       2.8869   305.9
1.4120        -330.9547    -333.9379       2.9832   316.2
1.4125        -330.9354    -334.0403       3.1049   329.0
1.4130        -330.9159    -334.1496       3.2337   342.7
1.4135        -330.8955    -334.2389       3.3434   354.3
1.4140        -330.8733    -334.2847       3.4114   361.5
1.4145        -330.8495    -334.2803       3.4308   363.6
1.4150        -330.8252    -334.2398       3.4146   361.9
1.4155        -330.8014    -334.1905       3.3891   359.2
1.4160        -330.7791    -334.1560       3.3769   357.9
1.4165        -330.7578    -334.1417       3.3839   358.6
1.4170        -330.7371    -334.1365       3.3995   360.3
1.4175        -330.7164    -334.1243       3.4079   361.2
1.4180        -330.6953    -334.0930       3.3977   360.1
1.4185        -330.6739    -334.0387       3.3648   356.6
1.4190        -330.6522    -333.9668       3.3146   351.3
1.4195        -330.6309    -333.8913       3.2604   345.5
1.4200        -330.6104    -333.8292       3.2189   341.1
1.4205        -330.5904    -333.7930       3.2026   339.4
1.4210        -330.5702    -333.7891       3.2189   341.1
1.4215        -330.5499    -333.8227       3.2728   346.8
1.4220        -330.5298    -333.8974       3.3675   356.9
1.4225        -330.5095    -334.0099       3.5004   371.0
1.4230        -330.4890    -334.1486       3.6596   387.8
1.4235        -330.4690    -334.2908       3.8218   405.0
1.4240        -330.4485    -334.4075       3.9590   419.6
1.4245        -330.4274    -334.4774       4.0501   429.2
1.4250        -330.4067    -334.4915       4.0848   432.9
1.4255        -330.3861    -334.4519       4.0658   430.9
1.4260        -330.3673    -334.3712       4.0039   424.3
1.4265        -330.3492    -334.2639       3.9146   414.9
1.4270        -330.3328    -334.1496       3.8168   404.5
1.4275        -330.3176    -334.0453       3.7277   395.1
1.4280        -330.3045    -333.9624       3.6579   387.7
1.4285        -330.2925    -333.9003       3.6079   382.4
1.4290        -330.2812    -333.8519       3.5708   378.4
1.4295        -330.2705    -333.8070       3.5365   374.8
1.4300        -330.2597    -333.7558       3.4961   370.5
1.4305        -330.2490    -333.6968       3.4479   365.4
1.4310        -330.2381    -333.6378       3.3997   360.3
1.4315        -330.2279    -333.5923       3.3644   356.5
1.4320        -330.2179    -333.5719       3.3540   355.4
1.4325        -330.2089    -333.5861       3.3771   357.9
1.4330        -330.2004    -333.6339       3.4334   363.9
1.4335        -330.1919    -333.7069       3.5150   372.5
1.4340        -330.1835    -333.7949       3.6114   382.7
1.4345        -330.1748    -333.8870       3.7122   393.4
1.4350        -330.1673    -333.9746       3.8073   403.5
1.4355        -330.1605    -334.0421       3.8816   411.4
1.4360        -330.1542    -334.0721       3.9178   415.2
1.4365        -330.1479    -334.0532       3.9053   413.9
1.4370        -330.1422    -333.9868       3.8447   407.4
1.4375        -330.1365    -333.8831       3.7465   397.0
1.4380        -330.1319    -333.7618       3.6300   384.7
1.4385        -330.1276    -333.6459       3.5183   372.9
1.4390        -330.1244    -333.5581       3.4337   363.9
1.4395        -330.1224    -333.5122       3.3898   359.2
1.4400        -330.1215    -333.5076       3.3861   358.9
1.4405        -330.1210    -333.5322       3.4112   361.5
1.4410        -330.1203    -333.5718       3.4515   365.8
1.4415        -330.1199    -333.6172       3.4973   370.6
1.4420        -330.1196    -333.6577       3.5381   375.0
1.4425        -330.1195    -333.6823       3.5628   377.6
1.4430        -330.1182    -333.6887       3.5705   378.4
1.4435        -330.1159    -333.6960       3.5800   379.4
1.4440        -330.1151    -333.7402       3.6251   384.2
1.4445        -330.1173    -333.8429       3.7255   394.8
1.4450        -330.1222    -333.9887       3.8664   409.8
1.4455        -330.1282    -334.1312       4.0030   424.2
1.4460        -330.1336    -334.2241       4.0905   433.5
1.4465        -330.1378    -334.2480       4.1102   435.6
1.4470        -330.1429    -334.2161       4.0732   431.7
1.4475        -330.1491    -334.1563       4.0071   424.7
1.4480        -330.1578    -334.0927       3.9349   417.0
1.4485        -330.1672    -334.0331       3.8659   409.7
1.4490        -330.1778    -333.9790       3.8012   402.8
1.4495        -330.1887    -333.9296       3.7409   396.4
1.4500        -330.1995    -333.8891       3.6896   391.0
1.4505        -330.2110    -333.8706       3.6597   387.8
1.4510        -330.2242    -333.8839       3.6597   387.8
1.4515        -330.2395    -333.9210       3.6816   390.2
1.4520        -330.2554    -333.9577       3.7023   392.4
1.4525        -330.2704    -333.9690       3.6986   392.0
1.4530        -330.2842    -333.9498       3.6657   388.5
