Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.0655        -331.0966    -334.4616       3.3649   356.6
1.0660        -331.1037    -334.4132       3.3095   350.7
1.0665        -331.1113    -334.3859       3.2746   347.0
1.0670        -331.1199    -334.3866       3.2667   346.2
1.0675        -331.1285    -334.4105       3.2821   347.8
1.0680        -331.1375    -334.4498       3.3123   351.0
1.0685        -331.1467    -334.4937       3.3470   354.7
1.0690        -331.1560    -334.5308       3.3748   357.7
1.0695        -331.1653    -334.5511       3.3858   358.8
1.0700        -331.1744    -334.5481       3.3737   357.5
1.0705        -331.1831    -334.5212       3.3381   353.8
1.0710        -331.1914    -334.4760       3.2846   348.1
1.0715        -331.1993    -334.4241       3.2248   341.8
1.0720        -331.2074    -334.3797       3.1723   336.2
1.0725        -331.2151    -334.3528       3.1377   332.5
1.0730        -331.2228    -334.3513       3.1284   331.5
1.0735        -331.2308    -334.3798       3.1491   333.7
1.0740        -331.2388    -334.4402       3.2013   339.3
1.0745        -331.2476    -334.5286       3.2810   347.7
1.0750        -331.2574    -334.6323       3.3749   357.7
1.0755        -331.2672    -334.7303       3.4631   367.0
1.0760        -331.2774    -334.8038       3.5264   373.7
1.0765        -331.2875    -334.8395       3.5520   376.4
1.0770        -331.2972    -334.8341       3.5369   374.8
1.0775        -331.3060    -334.7976       3.4917   370.0
1.0780        -331.3148    -334.7560       3.4412   364.7
1.0785        -331.3244    -334.7383       3.4138   361.8
1.0790        -331.3356    -334.7626       3.4270   363.2
1.0795        -331.3479    -334.8268       3.4789   368.7
1.0800        -331.3616    -334.9111       3.5495   376.2
1.0805        -331.3754    -334.9853       3.6100   382.6
1.0810        -331.3884    -335.0278       3.6394   385.7
1.0815        -331.4016    -335.0353       3.6337   385.1
1.0820        -331.4144    -335.0153       3.6008   381.6
1.0825        -331.4280    -334.9807       3.5527   376.5
1.0830        -331.4417    -334.9421       3.5004   371.0
1.0835        -331.4558    -334.9095       3.4537   366.0
1.0840        -331.4700    -334.8906       3.4206   362.5
1.0845        -331.4845    -334.8915       3.4070   361.1
1.0850        -331.5002    -334.9137       3.4135   361.7
1.0855        -331.5167    -334.9471       3.4305   363.6
1.0860        -331.5333    -334.9737       3.4404   364.6
1.0865        -331.5499    -334.9748       3.4249   363.0
1.0870        -331.5655    -334.9389       3.3734   357.5
1.0875        -331.5805    -334.8684       3.2879   348.4
1.0880        -331.5943    -334.7764       3.1821   337.2
1.0885        -331.6074    -334.6854       3.0780   326.2
1.0890        -331.6209    -334.6193       2.9985   317.8
1.0895        -331.6342    -334.5910       2.9568   313.4
1.0900        -331.6486    -334.5998       2.9512   312.8
1.0905        -331.6629    -334.6271       2.9642   314.1
1.0910        -331.6764    -334.6484       2.9720   315.0
1.0915        -331.6887    -334.6459       2.9572   313.4
1.0920        -331.6997    -334.6147       2.9149   308.9
1.0925        -331.7098    -334.5636       2.8538   302.4
1.0930        -331.7193    -334.5077       2.7884   295.5
1.0935        -331.7284    -334.4602       2.7318   289.5
1.0940        -331.7374    -334.4289       2.6915   285.2
1.0945        -331.7458    -334.4129       2.6671   282.7
1.0950        -331.7534    -334.4089       2.6555   281.4
1.0955        -331.7603    -334.4152       2.6549   281.4
1.0960        -331.7667    -334.4315       2.6648   282.4
1.0965        -331.7727    -334.4572       2.6845   284.5
1.0970        -331.7785    -334.4900       2.7115   287.4
1.0975        -331.7837    -334.5249       2.7412   290.5
1.0980        -331.7886    -334.5559       2.7673   293.3
1.0985        -331.7931    -334.5759       2.7829   294.9
1.0990        -331.7968    -334.5785       2.7818   294.8
1.0995        -331.7994    -334.5610       2.7616   292.7
1.1000        -331.8008    -334.5287       2.7278   289.1
1.1005        -331.8013    -334.4959       2.6945   285.6
1.1010        -331.8019    -334.4799       2.6780   283.8
1.1015        -331.8025    -334.4905       2.6880   284.9
1.1020        -331.8032    -334.5254       2.7222   288.5
1.1025        -331.8030    -334.5739       2.7709   293.7
1.1030        -331.8019    -334.6272       2.8254   299.4
1.1035        -331.8002    -334.6819       2.8817   305.4
1.1040        -331.7983    -334.7352       2.9369   311.2
1.1045        -331.7959    -334.7822       2.9862   316.5
1.1050        -331.7932    -334.8177       3.0245   320.5
1.1055        -331.7901    -334.8376       3.0476   323.0
1.1060        -331.7862    -334.8411       3.0549   323.7
1.1065        -331.7818    -334.8338       3.0520   323.4
1.1070        -331.7768    -334.8278       3.0509   323.3
1.1075        -331.7719    -334.8380       3.0661   324.9
1.1080        -331.7675    -334.8746       3.1071   329.3
1.1085        -331.7634    -334.9364       3.1729   336.3
1.1090        -331.7603    -335.0102       3.2499   344.4
1.1095        -331.7567    -335.0719       3.3152   351.3
1.1100        -331.7528    -335.0986       3.3458   354.6
1.1105        -331.7478    -335.0749       3.3271   352.6
1.1110        -331.7426    -335.0004       3.2579   345.3
1.1115        -331.7366    -334.8858       3.1492   333.7
1.1120        -331.7302    -334.7529       3.0227   320.3
1.1125        -331.7239    -334.6300       2.9061   308.0
1.1130        -331.7183    -334.5412       2.8230   299.2
1.1135        -331.7133    -334.5000       2.7867   295.3
1.1140        -331.7083    -334.5046       2.7963   296.3
1.1145        -331.7035    -334.5421       2.8386   300.8
1.1150        -331.6973    -334.5931       2.8958   306.9
1.1155        -331.6903    -334.6429       2.9526   312.9
1.1160        -331.6827    -334.6832       3.0005   318.0
1.1165        -331.6743    -334.7117       3.0374   321.9
1.1170        -331.6654    -334.7307       3.0653   324.9
1.1175        -331.6559    -334.7429       3.0870   327.2
1.1180        -331.6470    -334.7513       3.1043   329.0
1.1185        -331.6375    -334.7554       3.1179   330.4
1.1190        -331.6279    -334.7550       3.1272   331.4
1.1195        -331.6177    -334.7499       3.1322   331.9
1.1200        -331.6079    -334.7429       3.1351   332.2
1.1205        -331.5977    -334.7353       3.1376   332.5
1.1210        -331.5880    -334.7264       3.1384   332.6
1.1215        -331.5779    -334.7115       3.1336   332.1
1.1220        -331.5676    -334.6878       3.1201   330.7
1.1225        -331.5570    -334.6547       3.0977   328.3
1.1230        -331.5464    -334.6133       3.0669   325.0
1.1235        -331.5354    -334.5648       3.0294   321.0
1.1240        -331.5243    -334.5137       2.9894   316.8
1.1245        -331.5127    -334.4665       2.9539   313.0
1.1250        -331.5010    -334.4328       2.9318   310.7
1.1255        -331.4894    -334.4194       2.9300   310.5
1.1260        -331.4782    -334.4247       2.9465   312.3
1.1265        -331.4664    -334.4370       2.9706   314.8
1.1270        -331.4541    -334.4451       2.9910   317.0
1.1275        -331.4408    -334.4410       3.0002   318.0
1.1280        -331.4268    -334.4252       2.9984   317.8
1.1285        -331.4124    -334.4048       2.9924   317.1
1.1290        -331.3981    -334.3873       2.9892   316.8
1.1295        -331.3839    -334.3761       2.9922   317.1
1.1300        -331.3690    -334.3706       3.0016   318.1
1.1305        -331.3542    -334.3700       3.0158   319.6
1.1310        -331.3394    -334.3707       3.0313   321.3
1.1315        -331.3244    -334.3664       3.0419   322.4
1.1320        -331.3088    -334.3498       3.0411   322.3
1.1325        -331.2922    -334.3189       3.0267   320.8
1.1330        -331.2749    -334.2815       3.0066   318.6
1.1335        -331.2573    -334.2547       2.9973   317.7
1.1340        -331.2405    -334.2558       3.0153   319.5
1.1345        -331.2236    -334.2917       3.0682   325.2
1.1350        -331.2071    -334.3561       3.1489   333.7
1.1355        -331.1899    -334.4264       3.2365   343.0
1.1360        -331.1716    -334.4805       3.3089   350.7
1.1365        -331.1518    -334.5066       3.3548   355.5
1.1370        -331.1317    -334.5094       3.3777   358.0
1.1375        -331.1117    -334.4999       3.3882   359.1
1.1380        -331.0924    -334.4861       3.3937   359.7
1.1385        -331.0729    -334.4714       3.3985   360.2
1.1390        -331.0533    -334.4611       3.4078   361.2
1.1395        -331.0341    -334.4606       3.4264   363.1
1.1400        -331.0155    -334.4720       3.4565   366.3
1.1405        -330.9974    -334.4919       3.4946   370.3
1.1410        -330.9793    -334.5115       3.5322   374.3
1.1415        -330.9615    -334.5202       3.5587   377.1
1.1420        -330.9439    -334.5071       3.5632   377.6
1.1425        -330.9261    -334.4653       3.5392   375.1
1.1430        -330.9083    -334.3968       3.4884   369.7
1.1435        -330.8904    -334.3141       3.4237   362.8
1.1440        -330.8730    -334.2403       3.3673   356.9
1.1445        -330.8565    -334.1999       3.3434   354.3
1.1450        -330.8416    -334.2079       3.3664   356.8
1.1455        -330.8281    -334.2561       3.4280   363.3
1.1460        -330.8142    -334.3165       3.5022   371.2
1.1465        -330.7995    -334.3622       3.5627   377.6
1.1470        -330.7839    -334.3803       3.5964   381.1
1.1475        -330.7686    -334.3725       3.6039   381.9
1.1480        -330.7537    -334.3438       3.5901   380.5
1.1485        -330.7392    -334.2983       3.5591   377.2
1.1490        -330.7254    -334.2416       3.5163   372.6
1.1495        -330.7112    -334.1815       3.4704   367.8
1.1500        -330.6977    -334.1319       3.4343   364.0
1.1505        -330.6852    -334.1037       3.4185   362.3
1.1510        -330.6735    -334.0985       3.4250   363.0
1.1515        -330.6623    -334.1111       3.4488   365.5
1.1520        -330.6516    -334.1309       3.4793   368.7
1.1525        -330.6410    -334.1431       3.5022   371.1
1.1530        -330.6305    -334.1347       3.5042   371.4
1.1535        -330.6200    -334.0971       3.4770   368.5
1.1540        -330.6089    -334.0310       3.4221   362.7
1.1545        -330.5974    -333.9527       3.3553   355.6
1.1550        -330.5860    -333.8901       3.3041   350.2
1.1555        -330.5767    -333.8688       3.2921   348.9
1.1560        -330.5692    -333.8898       3.3206   351.9
1.1565        -330.5619    -333.9297       3.3677   356.9
1.1570        -330.5532    -333.9591       3.4059   360.9
1.1575        -330.5433    -333.9662       3.4229   362.7
1.1580        -330.5333    -333.9584       3.4251   363.0
1.1585        -330.5243    -333.9472       3.4228   362.7
1.1590        -330.5160    -333.9329       3.4169   362.1
1.1595        -330.5075    -333.9091       3.4016   360.5
1.1600        -330.4986    -333.8750       3.3763   357.8
1.1605        -330.4896    -333.8369       3.3473   354.7
1.1610        -330.4811    -333.8060       3.3249   352.4
1.1615        -330.4729    -333.7915       3.3186   351.7
1.1620        -330.4655    -333.7983       3.3328   353.2
1.1625        -330.4582    -333.8229       3.3647   356.6
1.1630        -330.4511    -333.8582       3.4071   361.1
1.1635        -330.4443    -333.8963       3.4520   365.8
1.1640        -330.4376    -333.9298       3.4923   370.1
1.1645        -330.4308    -333.9556       3.5248   373.5
1.1650        -330.4235    -333.9761       3.5526   376.5
1.1655        -330.4168    -334.0007       3.5839   379.8
1.1660        -330.4110    -334.0376       3.6266   384.3
1.1665        -330.4060    -334.0864       3.6804   390.0
1.1670        -330.4014    -334.1392       3.7378   396.1
1.1675        -330.3974    -334.1872       3.7898   401.6
1.1680        -330.3933    -334.2243       3.8311   406.0
1.1685        -330.3903    -334.2524       3.8621   409.3
1.1690        -330.3881    -334.2723       3.8842   411.6
1.1695        -330.3871    -334.2812       3.8941   412.7
1.1700        -330.3861    -334.2758       3.8897   412.2
1.1705        -330.3864    -334.2623       3.8759   410.8
1.1710        -330.3869    -334.2489       3.8619   409.3
1.1715        -330.3888    -334.2465       3.8576   408.8
1.1720        -330.3922    -334.2602       3.8680   409.9
1.1725        -330.3969    -334.2870       3.8901   412.3
1.1730        -330.4030    -334.3163       3.9133   414.7
1.1735        -330.4095    -334.3345       3.9250   416.0
1.1740        -330.4170    -334.3318       3.9148   414.9
1.1745        -330.4241    -334.3056       3.8814   411.3
1.1750        -330.4323    -334.2678       3.8355   406.5
1.1755        -330.4414    -334.2334       3.7920   401.9
1.1760        -330.4518    -334.2161       3.7644   398.9
1.1765        -330.4633    -334.2210       3.7577   398.2
1.1770        -330.4759    -334.2439       3.7680   399.3
1.1775        -330.4890    -334.2738       3.7849   401.1
1.1780        -330.5025    -334.3005       3.7979   402.5
1.1785        -330.5158    -334.3223       3.8065   403.4
1.1790        -330.5302    -334.3499       3.8197   404.8
1.1795        -330.5470    -334.3870       3.8400   407.0
1.1800        -330.5645    -334.4209       3.8565   408.7
1.1805        -330.5821    -334.4395       3.8574   408.8
1.1810        -330.5998    -334.4390       3.8391   406.9
1.1815        -330.6179    -334.4258       3.8079   403.6
1.1820        -330.6368    -334.4143       3.7775   400.3
1.1825        -330.6570    -334.4179       3.7609   398.6
1.1830        -330.6781    -334.4402       3.7620   398.7
1.1835        -330.7007    -334.4766       3.7760   400.2
1.1840        -330.7239    -334.5175       3.7936   402.0
1.1845        -330.7483    -334.5524       3.8041   403.1
1.1850        -330.7733    -334.5720       3.7988   402.6
1.1855        -330.7983    -334.5715       3.7731   399.9
1.1860        -330.8235    -334.5527       3.7292   395.2
1.1865        -330.8489    -334.5250       3.6761   389.6
1.1870        -330.8742    -334.5020       3.6278   384.5
1.1875        -330.9002    -334.4992       3.5990   381.4
1.1880        -330.9270    -334.5258       3.5989   381.4
1.1885        -330.9547    -334.5824       3.6278   384.5
1.1890        -330.9837    -334.6611       3.6774   389.7
1.1895        -331.0137    -334.7457       3.7320   395.5
1.1900        -331.0451    -334.8187       3.7736   399.9
1.1905        -331.0763    -334.8619       3.7856   401.2
1.1910        -331.1082    -334.8691       3.7610   398.6
1.1915        -331.1395    -334.8426       3.7030   392.4
1.1920        -331.1707    -334.7935       3.6228   383.9
1.1925        -331.2018    -334.7361       3.5343   374.6
1.1930        -331.2323    -334.6831       3.4508   365.7
1.1935        -331.2631    -334.6476       3.3846   358.7
1.1940        -331.2934    -334.6372       3.3437   354.4
1.1945        -331.3241    -334.6549       3.3308   353.0
1.1950        -331.3559    -334.6966       3.3407   354.0
1.1955        -331.3882    -334.7486       3.3605   356.1
1.1960        -331.4208    -334.7937       3.3730   357.5
1.1965        -331.4526    -334.8154       3.3628   356.4
1.1970        -331.4839    -334.8070       3.3231   352.2
1.1975        -331.5139    -334.7732       3.2593   345.4
1.1980        -331.5432    -334.7305       3.1873   337.8
1.1985        -331.5717    -334.7000       3.1283   331.5
1.1990        -331.6008    -334.6988       3.0980   328.3
1.1995        -331.6297    -334.7273       3.0976   328.3
1.2000        -331.6595    -334.7744       3.1149   330.1
1.2005        -331.6890    -334.8203       3.1313   331.8
1.2010        -331.7176    -334.8495       3.1318   331.9
1.2015        -331.7459    -334.8559       3.1100   329.6
1.2020        -331.7730    -334.8389       3.0659   324.9
1.2025        -331.7991    -334.8070       3.0079   318.8
1.2030        -331.8247    -334.7738       2.9490   312.5
1.2035        -331.8499    -334.7495       2.8996   307.3
1.2040        -331.8746    -334.7392       2.8646   303.6
1.2045        -331.8990    -334.7422       2.8433   301.3
1.2050        -331.9231    -334.7532       2.8301   299.9
1.2055        -331.9467    -334.7632       2.8165   298.5
1.2060        -331.9695    -334.7630       2.7935   296.0
1.2065        -331.9913    -334.7478       2.7565   292.1
1.2070        -332.0123    -334.7170       2.7048   286.6
1.2075        -332.0315    -334.6717       2.6402   279.8
1.2080        -332.0490    -334.6199       2.5709   272.5
1.2085        -332.0652    -334.5775       2.5124   266.3
1.2090        -332.0807    -334.5635       2.4828   263.1
1.2095        -332.0964    -334.5902       2.4937   264.3
1.2100        -332.1123    -334.6563       2.5440   269.6
1.2105        -332.1284    -334.7479       2.6195   277.6
1.2110        -332.1445    -334.8424       2.6979   285.9
1.2115        -332.1596    -334.9165       2.7569   292.2
1.2120        -332.1735    -334.9577       2.7841   295.1
1.2125        -332.1865    -334.9670       2.7805   294.7
1.2130        -332.1985    -334.9556       2.7571   292.2
1.2135        -332.2102    -334.9390       2.7287   289.2
1.2140        -332.2216    -334.9284       2.7067   286.9
1.2145        -332.2326    -334.9301       2.6975   285.9
1.2150        -332.2433    -334.9470       2.7038   286.5
1.2155        -332.2537    -334.9779       2.7242   288.7
1.2160        -332.2634    -335.0187       2.7553   292.0
1.2165        -332.2734    -335.0650       2.7915   295.8
1.2170        -332.2828    -335.1065       2.8237   299.2
1.2175        -332.2920    -335.1328       2.8408   301.1
1.2180        -332.3002    -335.1345       2.8343   300.4
1.2185        -332.3073    -335.1104       2.8031   297.1
1.2190        -332.3133    -335.0681       2.7548   291.9
1.2195        -332.3184    -335.0236       2.7052   286.7
1.2200        -332.3232    -334.9962       2.6730   283.3
1.2205        -332.3285    -334.9966       2.6681   282.8
1.2210        -332.3336    -335.0208       2.6873   284.8
1.2215        -332.3387    -335.0552       2.7165   287.9
1.2220        -332.3425    -335.0821       2.7396   290.3
1.2225        -332.3454    -335.0924       2.7470   291.1
1.2230        -332.3476    -335.0839       2.7363   290.0
1.2235        -332.3489    -335.0585       2.7096   287.2
1.2240        -332.3497    -335.0211       2.6713   283.1
1.2245        -332.3497    -334.9770       2.6273   278.4
1.2250        -332.3494    -334.9322       2.5828   273.7
1.2255        -332.3487    -334.8911       2.5425   269.4
1.2260        -332.3471    -334.8560       2.5089   265.9
1.2265        -332.3450    -334.8283       2.4833   263.2
1.2270        -332.3422    -334.8080       2.4657   261.3
1.2275        -332.3387    -334.7955       2.4568   260.4
1.2280        -332.3341    -334.7923       2.4581   260.5
1.2285        -332.3290    -334.8016       2.4725   262.0
1.2290        -332.3234    -334.8249       2.5015   265.1
1.2295        -332.3167    -334.8611       2.5444   269.6
1.2300        -332.3095    -334.9104       2.6009   275.6
1.2305        -332.3016    -334.9708       2.6691   282.9
1.2310        -332.2935    -335.0354       2.7419   290.6
1.2315        -332.2840    -335.0921       2.8081   297.6
1.2320        -332.2739    -335.1326       2.8587   303.0
1.2325        -332.2622    -335.1523       2.8900   306.3
1.2330        -332.2501    -335.1569       2.9068   308.1
1.2335        -332.2373    -335.1563       2.9190   309.3
1.2340        -332.2242    -335.1612       2.9370   311.3
1.2345        -332.2116    -335.1779       2.9663   314.4
1.2350        -332.1988    -335.2011       3.0023   318.2
1.2355        -332.1856    -335.2196       3.0341   321.5
1.2360        -332.1713    -335.2234       3.0520   323.4
1.2365        -332.1563    -335.2097       3.0534   323.6
1.2370        -332.1412    -335.1829       3.0417   322.4
1.2375        -332.1254    -335.1500       3.0246   320.5
1.2380        -332.1098    -335.1219       3.0121   319.2
1.2385        -332.0945    -335.1062       3.0117   319.2
1.2390        -332.0793    -335.1038       3.0245   320.5
1.2395        -332.0638    -335.1096       3.0458   322.8
1.2400        -332.0474    -335.1166       3.0691   325.3
1.2405        -332.0302    -335.1238       3.0936   327.8
1.2410        -332.0128    -335.1364       3.1236   331.0
1.2415        -331.9950    -335.1600       3.1650   335.4
1.2420        -331.9775    -335.1975       3.2200   341.3
1.2425        -331.9598    -335.2443       3.2845   348.1
1.2430        -331.9415    -335.2914       3.3499   355.0
1.2435        -331.9231    -335.3311       3.4080   361.2
1.2440        -331.9041    -335.3576       3.4535   366.0
1.2445        -331.8854    -335.3687       3.4833   369.2
1.2450        -331.8665    -335.3607       3.4942   370.3
1.2455        -331.8484    -335.3308       3.4824   369.1
1.2460        -331.8298    -335.2778       3.4480   365.4
1.2465        -331.8116    -335.2097       3.3981   360.1
1.2470        -331.7932    -335.1409       3.3477   354.8
1.2475        -331.7756    -335.0903       3.3147   351.3
1.2480        -331.7588    -335.0707       3.3119   351.0
1.2485        -331.7428    -335.0831       3.3403   354.0
1.2490        -331.7274    -335.1166       3.3893   359.2
1.2495        -331.7120    -335.1527       3.4407   364.6
1.2500        -331.6958    -335.1724       3.4766   368.4
1.2505        -331.6792    -335.1683       3.4891   369.8
1.2510        -331.6622    -335.1448       3.4826   369.1
1.2515        -331.6451    -335.1162       3.4711   367.9
1.2520        -331.6291    -335.1016       3.4725   368.0
1.2525        -331.6147    -335.1079       3.4932   370.2
1.2530        -331.6011    -335.1227       3.5216   373.2
1.2535        -331.5873    -335.1246       3.5373   374.9
1.2540        -331.5725    -335.0986       3.5261   373.7
1.2545        -331.5573    -335.0473       3.4900   369.9
1.2550        -331.5423    -334.9871       3.4448   365.1
1.2555        -331.5284    -334.9366       3.4083   361.2
1.2560        -331.5152    -334.9070       3.3918   359.5
1.2565        -331.5034    -334.8994       3.3960   359.9
1.2570        -331.4913    -334.9032       3.4119   361.6
1.2575        -331.4792    -334.9094       3.4302   363.5
1.2580        -331.4670    -334.9129       3.4459   365.2
1.2585        -331.4549    -334.9121       3.4573   366.4
1.2590        -331.4431    -334.9071       3.4640   367.1
1.2595        -331.4318    -334.8963       3.4646   367.2
1.2600        -331.4201    -334.8778       3.4577   366.4
1.2605        -331.4089    -334.8543       3.4453   365.1
1.2610        -331.3972    -334.8303       3.4331   363.8
1.2615        -331.3861    -334.8188       3.4327   363.8
1.2620        -331.3752    -334.8322       3.4570   366.4
1.2625        -331.3661    -334.8764       3.5103   372.0
1.2630        -331.3579    -334.9390       3.5811   379.5
1.2635        -331.3500    -334.9916       3.6416   385.9
1.2640        -331.3420    -335.0041       3.6621   388.1
1.2645        -331.3323    -334.9599       3.6276   384.4
1.2650        -331.3219    -334.8703       3.5484   376.1
1.2655        -331.3125    -334.7660       3.4536   366.0
1.2660        -331.3039    -334.6782       3.3743   357.6
1.2665        -331.2972    -334.6273       3.3301   352.9
1.2670        -331.2915    -334.6125       3.3210   352.0
1.2675        -331.2861    -334.6199       3.3338   353.3
1.2680        -331.2801    -334.6323       3.3523   355.3
1.2685        -331.2739    -334.6386       3.3647   356.6
1.2690        -331.2678    -334.6333       3.3655   356.7
1.2695        -331.2613    -334.6159       3.3546   355.5
1.2700        -331.2548    -334.5920       3.3371   353.7
1.2705        -331.2483    -334.5696       3.3213   352.0
1.2710        -331.2417    -334.5592       3.3174   351.6
1.2715        -331.2362    -334.5704       3.3342   353.4
1.2720        -331.2311    -334.6032       3.3721   357.4
1.2725        -331.2263    -334.6502       3.4239   362.9
1.2730        -331.2222    -334.6987       3.4765   368.4
1.2735        -331.2177    -334.7301       3.5124   372.2
1.2740        -331.2132    -334.7312       3.5180   372.8
1.2745        -331.2082    -334.6978       3.4896   369.8
1.2750        -331.2032    -334.6365       3.4333   363.9
1.2755        -331.1982    -334.5611       3.3629   356.4
1.2760        -331.1935    -334.4873       3.2938   349.1
1.2765        -331.1892    -334.4298       3.2406   343.4
1.2770        -331.1852    -334.4003       3.2151   340.7
1.2775        -331.1822    -334.4039       3.2217   341.4
1.2780        -331.1791    -334.4350       3.2559   345.1
1.2785        -331.1769    -334.4827       3.3058   350.3
1.2790        -331.1745    -334.5263       3.3519   355.2
1.2795        -331.1714    -334.5468       3.3754   357.7
1.2800        -331.1675    -334.5373       3.3698   357.1
1.2805        -331.1628    -334.5069       3.3441   354.4
1.2810        -331.1583    -334.4770       3.3187   351.7
1.2815        -331.1546    -334.4681       3.3135   351.2
1.2820        -331.1523    -334.4896       3.3373   353.7
1.2825        -331.1504    -334.5358       3.3855   358.8
1.2830        -331.1487    -334.5933       3.4447   365.1
1.2835        -331.1465    -334.6479       3.5014   371.1
1.2840        -331.1445    -334.6904       3.5459   375.8
1.2845        -331.1424    -334.7169       3.5744   378.8
1.2850        -331.1413    -334.7255       3.5843   379.9
1.2855        -331.1400    -334.7105       3.5704   378.4
1.2860        -331.1394    -334.6695       3.5300   374.1
1.2865        -331.1385    -334.6032       3.4647   367.2
1.2870        -331.1376    -334.5194       3.3817   358.4
1.2875        -331.1363    -334.4318       3.2955   349.2
1.2880        -331.1358    -334.3587       3.2229   341.6
1.2885        -331.1354    -334.3134       3.1780   336.8
1.2890        -331.1358    -334.3018       3.1660   335.5
1.2895        -331.1364    -334.3192       3.1828   337.3
1.2900        -331.1372    -334.3542       3.2171   340.9
1.2905        -331.1376    -334.3924       3.2549   344.9
1.2910        -331.1377    -334.4225       3.2848   348.1
1.2915        -331.1377    -334.4388       3.3011   349.8
1.2920        -331.1374    -334.4394       3.3020   349.9
1.2925        -331.1371    -334.4259       3.2888   348.5
1.2930        -331.1366    -334.4012       3.2646   346.0
1.2935        -331.1361    -334.3724       3.2364   343.0
1.2940        -331.1355    -334.3498       3.2143   340.6
1.2945        -331.1351    -334.3425       3.2073   339.9
1.2950        -331.1350    -334.3538       3.2187   341.1
1.2955        -331.1358    -334.3792       3.2434   343.7
1.2960        -331.1365    -334.4050       3.2685   346.4
1.2965        -331.1367    -334.4159       3.2792   347.5
1.2970        -331.1370    -334.4025       3.2654   346.1
1.2975        -331.1366    -334.3603       3.2237   341.6
1.2980        -331.1357    -334.2944       3.1587   334.8
1.2985        -331.1338    -334.2184       3.0845   326.9
1.2990        -331.1319    -334.1556       3.0237   320.4
1.2995        -331.1301    -334.1298       2.9997   317.9
1.3000        -331.1291    -334.1563       3.0272   320.8
1.3005        -331.1290    -334.2333       3.1043   329.0
1.3010        -331.1292    -334.3429       3.2137   340.6
1.3015        -331.1289    -334.4596       3.3307   353.0
1.3020        -331.1276    -334.5624       3.4348   364.0
1.3025        -331.1262    -334.6425       3.5163   372.6
1.3030        -331.1245    -334.6988       3.5743   378.8
1.3035        -331.1234    -334.7383       3.6149   383.1
1.3040        -331.1226    -334.7703       3.6477   386.6
1.3045        -331.1226    -334.8029       3.6803   390.0
1.3050        -331.1238    -334.8393       3.7155   393.8
1.3055        -331.1257    -334.8742       3.7485   397.3
1.3060        -331.1289    -334.8975       3.7687   399.4
1.3065        -331.1324    -334.8968       3.7644   398.9
1.3070        -331.1360    -334.8652       3.7292   395.2
1.3075        -331.1396    -334.8044       3.6648   388.4
1.3080        -331.1435    -334.7249       3.5813   379.5
1.3085        -331.1476    -334.6407       3.4931   370.2
1.3090        -331.1526    -334.5644       3.4119   361.6
1.3095        -331.1581    -334.5028       3.3447   354.5
1.3100        -331.1640    -334.4560       3.2920   348.9
1.3105        -331.1695    -334.4204       3.2510   344.5
1.3110        -331.1749    -334.3946       3.2197   341.2
1.3115        -331.1799    -334.3792       3.1994   339.1
1.3120        -331.1848    -334.3781       3.1933   338.4
1.3125        -331.1895    -334.3950       3.2055   339.7
1.3130        -331.1947    -334.4324       3.2378   343.1
1.3135        -331.1999    -334.4874       3.2875   348.4
1.3140        -331.2058    -334.5534       3.3476   354.8
1.3145        -331.2121    -334.6172       3.4051   360.9
1.3150        -331.2184    -334.6635       3.4450   365.1
1.3155        -331.2241    -334.6809       3.4568   366.3
1.3160        -331.2299    -334.6698       3.4399   364.6
1.3165        -331.2356    -334.6372       3.4016   360.5
1.3170        -331.2413    -334.5943       3.3530   355.3
1.3175        -331.2473    -334.5539       3.3066   350.4
1.3180        -331.2536    -334.5254       3.2719   346.7
1.3185        -331.2604    -334.5135       3.2531   344.8
1.3190        -331.2673    -334.5160       3.2486   344.3
1.3195        -331.2745    -334.5263       3.2519   344.6
1.3200        -331.2811    -334.5370       3.2559   345.1
1.3205        -331.2876    -334.5446       3.2571   345.2
1.3210        -331.2939    -334.5486       3.2548   344.9
1.3215        -331.3001    -334.5500       3.2499   344.4
1.3220        -331.3061    -334.5533       3.2472   344.1
1.3225        -331.3118    -334.5681       3.2563   345.1
1.3230        -331.3175    -334.6058       3.2883   348.5
1.3235        -331.3244    -334.6765       3.3521   355.3
1.3240        -331.3321    -334.7778       3.4456   365.2
1.3245        -331.3410    -334.8945       3.5535   376.6
1.3250        -331.3504    -335.0011       3.6507   386.9
1.3255        -331.3602    -335.0707       3.7105   393.2
1.3260        -331.3694    -335.0869       3.7175   394.0
1.3265        -331.3782    -335.0521       3.6739   389.4
1.3270        -331.3871    -334.9827       3.5956   381.0
1.3275        -331.3965    -334.9008       3.5043   371.4
1.3280        -331.4063    -334.8268       3.4206   362.5
1.3285        -331.4166    -334.7728       3.3562   355.7
1.3290        -331.4275    -334.7408       3.3133   351.1
1.3295        -331.4385    -334.7248       3.2864   348.3
1.3300        -331.4494    -334.7183       3.2689   346.4
1.3305        -331.4600    -334.7154       3.2554   345.0
1.3310        -331.4704    -334.7127       3.2423   343.6
1.3315        -331.4808    -334.7101       3.2293   342.2
1.3320        -331.4909    -334.7087       3.2178   341.0
1.3325        -331.5007    -334.7126       3.2119   340.4
1.3330        -331.5107    -334.7274       3.2167   340.9
1.3335        -331.5210    -334.7556       3.2346   342.8
